,movie_id,primary_title,original_title,start_year,runtime_minutes,genres,averagerating,numvotes,title,studio,domestic_gross_x,foreign_gross,year,id,release_date,movie,production_budget,domestic_gross_y,worldwide_gross
7335,tt1408101,Star Trek Into Darkness,Star Trek Into Darkness,2013,132.0,"Action,Adventure,Sci-Fi",7.7,445535.0,Star Trek Into Darkness,Par.,228800000.0,238600000,2013.0,68.0,"May 16, 2013",Star Trek Into Darkness,"$190,000,000","$228,778,661","$467,381,584"
7336,tt1408253,Ride Along,Ride Along,2014,99.0,"Action,Comedy,Crime",6.2,94529.0,Ride Along,Uni.,134900000.0,19500000,2014.0,67.0,"Jan 17, 2014",Ride Along,"$25,000,000","$134,202,565","$153,733,800"
7362,tt1411238,No Strings Attached,No Strings Attached,2011,108.0,"Comedy,Romance",6.2,197663.0,No Strings Attached,Par.,70700000.0,78600000,2011.0,84.0,"Jan 21, 2011",No Strings Attached,"$25,000,000","$70,662,220","$149,228,078"
7364,tt1411250,Riddick,Riddick,2013,119.0,"Action,Adventure,Sci-Fi",6.4,144821.0,Riddick,Uni.,42000000.0,56300000,2013.0,66.0,"Sep 6, 2013",Riddick,"$38,000,000","$42,025,135","$94,763,758"
7369,tt1411697,The Hangover Part II,The Hangover Part II,2011,102.0,"Comedy,Mystery",6.5,432800.0,The Hangover Part II,WB,254500000.0,332300000,2011.0,39.0,"May 26, 2011",The Hangover Part II,"$80,000,000","$254,464,305","$586,464,305"
7370,tt1411704,Hop,Hop,2011,95.0,"Adventure,Animation,Comedy",5.4,28893.0,Hop,Uni.,108100000.0,75900000,2011.0,27.0,"Apr 1, 2011",Hop,"$63,000,000","$108,085,305","$188,657,593"
7373,tt1412386,The Best Exotic Marigold Hotel,The Best Exotic Marigold Hotel,2011,124.0,"Comedy,Drama,Romance",7.3,85811.0,The Best Exotic Marigold Hotel,FoxS,46400000.0,90400000,2012.0,55.0,"May 4, 2012",The Best Exotic Marigold Hotel,"$10,000,000","$46,383,639","$134,639,780"
7377,tt1412528,Table 19,Table 19,2017,87.0,"Comedy,Drama,Romance",5.8,22751.0,Table 19,FoxS,3600000.0,1400000,2017.0,45.0,"Mar 3, 2017",Table 19,"$5,000,000","$3,614,896","$4,620,399"
7383,tt1413492,12 Strong,12 Strong,2018,130.0,"Action,Drama,History",6.6,50155.0,12 Strong,WB,45800000.0,21600000,2018.0,64.0,"Jan 19, 2018",12 Strong,"$35,000,000","$45,819,713","$71,118,378"
7385,tt1413495,Paranoia,Paranoia,2013,106.0,"Drama,Thriller",5.7,33149.0,Paranoia,Rela.,7400000.0,6400000,2013.0,19.0,"Aug 16, 2013",Paranoia,"$40,000,000","$7,388,654","$16,340,767"
7393,tt1414382,You Again,You Again,2010,105.0,"Comedy,Family,Romance",5.8,46690.0,You Again,BV,25700000.0,6300000,2010.0,78.0,"Sep 24, 2010",You Again,"$20,000,000","$25,702,053","$32,838,945"
7422,tt1418377,"I, Frankenstein","I, Frankenstein",2014,92.0,"Action,Fantasy,Horror",5.1,74910.0,"I, Frankenstein",LGF,19100000.0,52100000,2014.0,14.0,"Jan 24, 2014","I, Frankenstein","$65,000,000","$19,075,290","$74,575,290"
7444,tt1421051,Somewhere,Somewhere,2010,97.0,"Comedy,Drama",6.3,40250.0,Somewhere,Focus,1800000.0,12200000,2010.0,42.0,"Dec 22, 2010",Somewhere,"$7,000,000","$1,785,645","$17,023,121"
7465,tt1423995,Stone,Stone,2010,105.0,"Drama,Thriller",5.4,38667.0,Stone,Over.,1800000.0,7700000,2010.0,50.0,"Oct 8, 2010",Stone,"$22,000,000","$1,810,078","$4,065,020"
7471,tt1424381,Predators,Predators,2010,107.0,"Action,Adventure,Sci-Fi",6.4,199764.0,Predators,Fox,52000000.0,75200000,2010.0,35.0,"Jul 9, 2010",Predators,"$40,000,000","$52,000,688","$127,234,389"
7481,tt1425922,Black Nativity,Black Nativity,2013,93.0,"Drama,Family,Music",4.6,1901.0,Black Nativity,FoxS,7000000.0,436000,2013.0,63.0,"Nov 27, 2013",Black Nativity,"$17,500,000","$7,018,188","$7,285,135"
7529,tt1430132,The Wolverine,The Wolverine,2013,126.0,"Action,Adventure,Sci-Fi",6.7,401286.0,The Wolverine,Fox,132600000.0,282300000,2013.0,8.0,"Jul 26, 2013",The Wolverine,"$115,000,000","$132,556,852","$416,456,852"
7532,tt1430607,Arthur Christmas,Arthur Christmas,2011,97.0,"Adventure,Animation,Comedy",7.1,45439.0,Arthur Christmas,Sony,46500000.0,101000000,2011.0,14.0,"Nov 23, 2011",Arthur Christmas,"$85,000,000","$46,462,469","$149,717,124"
7533,tt1430612,Brick Mansions,Brick Mansions,2014,90.0,"Action,Crime",5.7,37528.0,Brick Mansions,Rela.,20400000.0,48500000,2014.0,69.0,"Apr 25, 2014",Brick Mansions,"$28,000,000","$20,396,829","$73,421,224"
7534,tt1430615,Big Miracle,Big Miracle,2012,107.0,"Biography,Drama,Family",6.5,17585.0,Big Miracle,Uni.,20200000.0,4600000,2012.0,99.0,"Feb 3, 2012",Big Miracle,"$40,000,000","$20,157,300","$25,268,680"
7538,tt1430626,The Pirates! Band of Misfits,The Pirates! In an Adventure with Scientists!,2012,88.0,"Adventure,Animation,Comedy",6.7,41958.0,The Pirates! Band of Misfits,Sony,31100000.0,92000000,2012.0,34.0,"Apr 27, 2012",The Pirates! Band of Misfits,"$55,000,000","$31,051,126","$136,143,605"
7541,tt1431045,Deadpool,Deadpool,2016,108.0,"Action,Adventure,Comedy",8.0,820847.0,Deadpool,Fox,363100000.0,420000000,2016.0,56.0,"Feb 12, 2016",Deadpool,"$58,000,000","$363,070,709","$801,025,593"
7547,tt1431181,Another Year,Another Year,2010,129.0,"Comedy,Drama",7.3,26273.0,Another Year,SPC,3200000.0,16500000,2010.0,8.0,"Dec 29, 2010",Another Year,"$8,000,000","$3,205,706","$20,005,613"
7552,tt1433108,Faster,Faster,2010,98.0,"Action,Crime,Drama",6.5,93618.0,Faster,CBS,23200000.0,12400000,2010.0,53.0,"Nov 24, 2010",Faster,"$24,000,000","$23,240,020","$35,792,945"
7567,tt1433822,The Apparition,The Apparition,2012,83.0,"Horror,Thriller",4.1,18112.0,The Apparition,WB,4900000.0,4700000,2012.0,4.0,"Aug 24, 2012",The Apparition,"$17,000,000","$4,936,819","$10,637,281"
7596,tt1436562,Rio,Rio,2011,96.0,"Adventure,Animation,Comedy",6.9,191621.0,Rio,Fox,143600000.0,341000000,2011.0,46.0,"Apr 15, 2011",Rio,"$90,000,000","$143,619,809","$487,519,809"
7613,tt1438254,Charlie St. Cloud,Charlie St. Cloud,2010,99.0,"Drama,Fantasy,Romance",6.5,55016.0,Charlie St. Cloud,Uni.,31200000.0,17000000,2010.0,31.0,"Jul 30, 2010",Charlie St. Cloud,"$44,000,000","$31,206,263","$48,478,084"
7629,tt1440129,Battleship,Battleship,2012,131.0,"Action,Adventure,Sci-Fi",5.8,225342.0,Battleship,Uni.,65400000.0,237600000,2012.0,32.0,"May 18, 2012",Battleship,"$220,000,000","$65,233,400","$313,477,717"
7632,tt1440161,A Little Bit of Heaven,A Little Bit of Heaven,2011,106.0,"Comedy,Drama,Fantasy",6.3,26441.0,A Little Bit of Heaven,MNE,15400.0,1300000,2012.0,39.0,"May 4, 2012",A Little Bit of Heaven,"$12,500,000","$10,011","$1,100,287"
7637,tt1440292,Submarine,Submarine,2010,97.0,"Comedy,Drama,Romance",7.3,79810.0,Submarine,Wein.,468000.0,397000,2011.0,9.0,"Jun 3, 2011",Submarine,"$1,900,000","$467,602","$4,581,937"
7640,tt1440728,The American,The American,2010,105.0,"Crime,Drama,Thriller",6.3,86863.0,The American,Focus,35600000.0,32299999,2010.0,51.0,"Sep 1, 2010",The American,"$20,000,000","$35,606,376","$67,950,723"
7649,tt1441326,Martha Marcy May Marlene,Martha Marcy May Marlene,2011,102.0,"Drama,Mystery,Thriller",6.9,45873.0,Martha Marcy May Marlene,FoxS,3000000.0,548000,2011.0,42.0,"Oct 21, 2011",Martha Marcy May Marlene,"$1,000,000","$2,981,038","$5,438,911"
7657,tt1441951,Quartet,Quartet,2012,94.0,"Comedy,Drama",6.8,17979.0,Quartet,Wein.,18400000.0,41100000,2013.0,90.0,"Jan 11, 2013",Quartet,"$11,000,000","$18,388,357","$56,178,935"
7659,tt1441953,Testament of Youth,Testament of Youth,2014,129.0,"Biography,Drama,History",7.3,23632.0,Testament of Youth,SPC,1800000.0,,2015.0,82.0,"Jun 5, 2015",Testament of Youth,"$10,000,000","$1,822,250","$6,646,669"
7705,tt1446192,Rise of the Guardians,Rise of the Guardians,2012,97.0,"Action,Adventure,Animation",7.3,145281.0,Rise of the Guardians,P/DW,103400000.0,203500000,2012.0,2.0,"Nov 21, 2012",Rise of the Guardians,"$145,000,000","$103,412,758","$306,900,902"
7712,tt1446714,Prometheus,Prometheus,2012,124.0,"Adventure,Mystery,Sci-Fi",7.0,538720.0,Prometheus,Fox,126500000.0,276900000,2012.0,75.0,"Jun 8, 2012",Prometheus,"$125,000,000","$126,477,084","$402,448,265"
7731,tt1448755,Killer Elite,Killer Elite,2011,116.0,"Action,Crime,Thriller",6.5,117711.0,Killer Elite,ORF,25100000.0,31300000,2011.0,38.0,"Sep 23, 2011",Killer Elite,"$70,000,000","$25,124,986","$65,409,046"
7734,tt1449283,Winnie the Pooh,Winnie the Pooh,2011,63.0,"Adventure,Animation,Comedy",7.2,19605.0,Winnie the Pooh,BV,26700000.0,23200000,2011.0,39.0,"Jul 15, 2011",Winnie the Pooh,"$30,000,000","$26,692,846","$50,145,607"
7770,tt1453405,Monsters University,Monsters University,2013,104.0,"Adventure,Animation,Comedy",7.3,291887.0,Monsters University,BV,268500000.0,475700000,2013.0,53.0,"Jun 21, 2013",Monsters University,"$200,000,000","$268,488,329","$743,588,329"
7774,tt1454029,The Help,The Help,2011,146.0,Drama,8.1,392699.0,The Help,BV,169700000.0,46900000,2011.0,63.0,"Aug 10, 2011",The Help,"$25,000,000","$169,705,587","$213,120,004"
7777,tt1454468,Gravity,Gravity,2013,91.0,"Drama,Sci-Fi,Thriller",7.7,710018.0,Gravity,WB,274100000.0,449100000,2013.0,16.0,"Oct 4, 2013",Gravity,"$110,000,000","$274,092,705","$693,698,673"
7795,tt1455256,The Wall,The Wall,2010,78.0,Documentary,9.2,8.0,The Wall,RAtt.,1800000.0,2700000,2017.0,29.0,"May 12, 2017",The Wall,"$3,000,000","$1,803,064","$4,495,262"
7822,tt1457767,The Conjuring,The Conjuring,2013,112.0,"Horror,Mystery,Thriller",7.5,397233.0,The Conjuring,WB (NL),137400000.0,182100000,2013.0,93.0,"Jul 19, 2013",The Conjuring,"$20,000,000","$137,400,141","$318,000,141"
7824,tt1458175,The Next Three Days,The Next Three Days,2010,133.0,"Action,Crime,Drama",7.4,168066.0,The Next Three Days,LGF,21100000.0,46300000,2010.0,49.0,"Nov 19, 2010",The Next Three Days,"$30,000,000","$21,148,651","$67,255,916"
7866,tt1462041,Dream House,Dream House,2011,84.0,"Drama,Mystery,Thriller",6.0,59714.0,Dream House,Uni.,21300000.0,17200000,2011.0,80.0,"Sep 30, 2011",Dream House,"$50,000,000","$21,302,340","$41,642,166"
7869,tt1462054,Letters to God,Letters to God,2010,110.0,"Drama,Family",6.3,4443.0,Letters to God,Viv.,2800000.0,60300,2010.0,25.0,"Apr 9, 2010",Letters to God,"$3,000,000","$2,848,587","$3,237,452"
7878,tt1462758,Buried,Buried,2010,95.0,"Drama,Mystery,Thriller",7.0,139426.0,Buried,LGF,1000000.0,18100000,2010.0,2.0,"Sep 24, 2010",Buried,"$1,987,650","$1,044,143","$21,270,290"
7883,tt1462769,The Odd Life of Timothy Green,The Odd Life of Timothy Green,2012,105.0,"Comedy,Drama,Family",6.6,42770.0,The Odd Life of Timothy Green,BV,51900000.0,4200000,2012.0,36.0,"Aug 15, 2012",The Odd Life of Timothy Green,"$40,000,000","$51,853,450","$55,249,159"
7890,tt1464174,"Big Mommas: Like Father, Like Son","Big Mommas: Like Father, Like Son",2011,107.0,"Action,Comedy,Crime",4.4,23520.0,"Big Mommas: Like Father, Like Son",Fox,37900000.0,44800000,2011.0,1.0,"Feb 18, 2011","Big Mommas: Like Father, Like Son","$32,000,000","$37,915,414","$82,332,450"
7898,tt1464580,Stake Land,Stake Land,2010,98.0,"Drama,Horror,Sci-Fi",6.5,38749.0,Stake Land,IFC,33200.0,,2011.0,47.0,"Apr 22, 2011",Stake Land,"$4,000,000","$33,245","$679,482"
7913,tt1465490,Joy,Joy,2010,75.0,Drama,6.1,233.0,Joy,Fox,56500000.0,44700000,2015.0,88.0,"Dec 25, 2015",Joy,"$60,000,000","$56,451,232","$101,134,059"
7981,tt1469304,Baywatch,Baywatch,2017,116.0,"Action,Comedy,Crime",5.6,137528.0,Baywatch,Par.,58100000.0,119800000,2017.0,86.0,"May 25, 2017",Baywatch,"$60,000,000","$58,060,186","$175,863,783"
7988,tt1470023,MacGruber,MacGruber,2010,90.0,"Action,Comedy,Romance",5.5,39782.0,MacGruber,Uni.,8500000.0,797000,2010.0,42.0,"May 21, 2010",MacGruber,"$10,000,000","$8,525,600","$8,629,895"
7996,tt1470827,Monsters,Monsters,2010,94.0,"Drama,Sci-Fi,Thriller",6.4,84332.0,Monsters,Magn.,237000.0,4000000,2010.0,50.0,"Oct 29, 2010",Monsters,"$500,000","$237,301","$5,639,730"
8012,tt1472211,The Bounty Hunter,The Bounty Hunter,2010,,,6.3,29.0,The Bounty Hunter,Sony,67099999.0,69300000,2010.0,73.0,"Mar 19, 2010",The Bounty Hunter,"$45,000,000","$67,061,228","$135,808,837"
8019,tt1472584,Max Steel,Max Steel,2016,92.0,"Action,Adventure,Family",4.6,16788.0,Max Steel,ORF,3800000.0,2500000,2016.0,68.0,"Oct 14, 2016",Max Steel,"$10,000,000","$3,818,664","$4,563,080"
8063,tt1477834,Aquaman,Aquaman,2018,143.0,"Action,Adventure,Fantasy",7.1,263328.0,Aquaman,WB,335100000.0,812700000,2018.0,36.0,"Dec 21, 2018",Aquaman,"$160,000,000","$335,061,807","$1,146,894,640"
8065,tt1477837,Cedar Rapids,Cedar Rapids,2011,87.0,Comedy,6.3,34759.0,Cedar Rapids,FoxS,6900000.0,,2011.0,51.0,"Feb 11, 2011",Cedar Rapids,"$10,000,000","$6,861,102","$7,862,131"
8068,tt1478338,Bridesmaids,Bridesmaids,2011,125.0,"Comedy,Romance",6.8,249501.0,Bridesmaids,Uni.,169100000.0,119300000,2011.0,85.0,"May 13, 2011",Bridesmaids,"$32,500,000","$169,211,718","$289,632,023"
8083,tt1478964,Attack the Block,Attack the Block,2011,88.0,"Action,Comedy,Sci-Fi",6.7,93868.0,Attack the Block,SGem,1000000.0,4800000,2011.0,7.0,"Jul 29, 2011",Attack the Block,"$13,000,000","$1,024,175","$6,459,183"
8137,tt1483013,Oblivion,Oblivion,2013,124.0,"Action,Adventure,Sci-Fi",7.0,453966.0,Oblivion,Uni.,89100000.0,197100000,2013.0,93.0,"Apr 19, 2013",Oblivion,"$120,000,000","$89,107,235","$287,916,633"
8161,tt1485796,The Greatest Showman,The Greatest Showman,2017,105.0,"Biography,Drama,Musical",7.6,199663.0,The Greatest Showman,Fox,174300000.0,260700000,2017.0,25.0,"Dec 20, 2017",The Greatest Showman,"$84,000,000","$174,340,174","$386,665,550"
8164,tt1486185,Red Riding Hood,Red Riding Hood,2011,100.0,"Fantasy,Horror,Mystery",5.5,102369.0,Red Riding Hood,WB,37700000.0,51500000,2011.0,55.0,"Mar 11, 2011",Red Riding Hood,"$42,000,000","$37,662,162","$91,678,442"
8168,tt1486192,The Raven,The Raven,2012,110.0,"Crime,Mystery,Thriller",6.4,79578.0,The Raven,Rela.,16000000.0,13600000,2012.0,45.0,"Apr 27, 2012",The Raven,"$26,000,000","$16,008,272","$30,601,801"
8169,tt1486193,5 Days of War,5 Days of War,2011,113.0,"Action,Drama,War",5.6,13089.0,5 Days of War,Anch.,17500.0,,2011.0,47.0,"Aug 19, 2011",5 Days of War,"$12,000,000","$17,479","$87,793"
8186,tt1487931,Khumba,Khumba,2013,85.0,"Adventure,Animation,Family",5.7,4984.0,Khumba,MNE,1000.0,27200000,2013.0,54.0,"Dec 6, 2013",Khumba,"$15,000,000",$0,"$20,898,221"
8194,tt1488555,The Change-Up,The Change-Up,2011,112.0,"Comedy,Fantasy",6.3,155374.0,The Change-Up,Uni.,37100000.0,38400000,2011.0,72.0,"Aug 5, 2011",The Change-Up,"$52,000,000","$37,243,418","$75,997,067"
8201,tt1488602,The Forest,The Forest,2011,98.0,"Horror,Thriller",3.5,135.0,The Forest,Focus,26600000.0,11000000,2016.0,92.0,"Jan 8, 2016",The Forest,"$10,000,000","$26,594,261","$40,749,230"
8207,tt1489889,Central Intelligence,Central Intelligence,2016,107.0,"Action,Comedy,Crime",6.3,138872.0,Central Intelligence,WB (NL),127400000.0,89500000,2016.0,91.0,"Jun 17, 2016",Central Intelligence,"$50,000,000","$127,440,871","$217,194,805"
8288,tt1496422,The Paperboy,The Paperboy,2012,107.0,"Crime,Drama,Mystery",5.8,33940.0,The Paperboy,MNE,693000.0,661000,2012.0,37.0,"Oct 5, 2012",The Paperboy,"$12,500,000","$677,200","$4,027,663"
8314,tt1499658,Horrible Bosses,Horrible Bosses,2011,98.0,"Comedy,Crime",6.9,398695.0,Horrible Bosses,WB (NL),117500000.0,92100000,2011.0,34.0,"Jul 8, 2011",Horrible Bosses,"$35,000,000","$117,538,559","$212,417,601"
8334,tt1502404,Drive Angry,Drive Angry,2011,104.0,"Action,Fantasy,Thriller",5.4,90203.0,Drive Angry,Sum.,10700000.0,18200000,2011.0,91.0,"Feb 25, 2011",Drive Angry,"$50,000,000","$10,721,033","$41,042,583"
8340,tt1502712,Fantastic Four,Fantastic Four,2015,100.0,"Action,Adventure,Drama",4.3,140148.0,Fantastic Four,Fox,56100000.0,111900000,2015.0,98.0,"Aug 7, 2015",Fantastic Four,"$120,000,000","$56,117,548","$167,849,187"
8399,tt1506999,Haywire,Haywire,2011,93.0,"Action,Drama,Thriller",5.8,78681.0,Haywire,Rela.,18900000.0,14400000,2012.0,83.0,"Jan 20, 2012",Haywire,"$23,000,000","$18,942,396","$36,374,700"
8431,tt1508675,Le Havre,Le Havre,2011,93.0,"Comedy,Drama",7.2,18490.0,Le Havre,Jan.,612000.0,9900000,2011.0,29.0,"Oct 21, 2011",Le Havre,"$5,500,000","$611,709","$13,480,196"
8500,tt1512235,Super,Super,2010,96.0,"Action,Comedy,Drama",6.8,70604.0,Super,IFC,328000.0,,2011.0,34.0,"Apr 1, 2011",Super,"$2,500,000","$327,716","$593,933"
8541,tt1515091,Sherlock Holmes: A Game of Shadows,Sherlock Holmes: A Game of Shadows,2011,129.0,"Action,Adventure,Crime",7.5,394189.0,Sherlock Holmes: A Game of Shadows,WB,186800000.0,358600000,2011.0,69.0,"Dec 16, 2011",Sherlock Holmes: A Game of Shadows,"$125,000,000","$186,848,418","$535,663,443"
8613,tt1518812,Meek's Cutoff,Meek's Cutoff,2010,104.0,"Drama,Western",6.6,10439.0,Meek's Cutoff,Osci.,978000.0,,2011.0,40.0,"Apr 8, 2011",Meek's Cutoff,"$2,000,000","$977,772","$1,869,928"
8649,tt1521197,Anonymous,Anonymous,2011,130.0,"Drama,Thriller",6.9,37932.0,Anonymous,Sony,4500000.0,10900000,2011.0,90.0,"Oct 28, 2011",Anonymous,"$27,500,000","$4,463,292","$15,815,509"
8722,tt1524137,Contraband,Contraband,2012,109.0,"Action,Crime,Drama",6.5,111709.0,Contraband,Uni.,66500000.0,29700000,2012.0,85.0,"Jan 13, 2012",Contraband,"$25,000,000","$66,528,000","$98,406,855"
8730,tt1524575,The Vatican Tapes,The Vatican Tapes,2015,91.0,"Horror,Thriller",5.0,14822.0,The Vatican Tapes,LGF,1800000.0,,2015.0,3.0,"Jul 24, 2015",The Vatican Tapes,"$13,000,000","$1,784,763","$14,929,184"
8731,tt1524930,Vacation,Vacation,2015,99.0,"Adventure,Comedy",6.1,87582.0,Vacation,WB (NL),58900000.0,46000000,2015.0,28.0,"Jul 29, 2015",Vacation,"$31,000,000","$58,884,188","$102,306,500"
8769,tt1527186,Melancholia,Melancholia,2011,135.0,"Drama,Sci-Fi",7.2,153434.0,Melancholia,Magn.,3000000.0,12900000,2011.0,62.0,"Nov 11, 2011",Melancholia,"$9,400,000","$3,030,848","$21,817,298"
8792,tt1528100,Exodus: Gods and Kings,Exodus: Gods and Kings,2014,150.0,"Action,Adventure,Drama",6.0,150858.0,Exodus: Gods and Kings,Fox,65000000.0,203200000,2014.0,16.0,"Dec 12, 2014",Exodus: Gods and Kings,"$140,000,000","$65,014,513","$268,314,513"
8835,tt1529567,Sea Rex 3D: Journey to a Prehistoric World,Sea Rex 3D: Journey to a Prehistoric World,2010,41.0,Documentary,6.9,364.0,Sea Rex 3D: Journey to a Prehistoric World,3D,6100000.0,9900000,2010.0,31.0,"May 28, 2010",Sea Rex 3D: Journey to a Prehistoric World,"$5,000,000","$6,096,582","$16,515,203"
8865,tt1531663,Everything Must Go,Everything Must Go,2010,97.0,"Comedy,Drama",6.4,45799.0,Everything Must Go,RAtt.,2700000.0,,2011.0,50.0,"May 13, 2011",Everything Must Go,"$5,000,000","$2,712,131","$2,821,010"
8880,tt1532503,Beginners,Beginners,2010,105.0,"Comedy,Drama,Romance",7.2,83770.0,Beginners,Focus,5800000.0,8500000,2011.0,57.0,"Jun 3, 2011",Beginners,"$3,200,000","$5,790,894","$14,314,407"
8889,tt1532958,Battle of the Year,Battle of the Year,2013,110.0,"Drama,Music",5.1,8769.0,Battle of the Year,SGem,8900000.0,7700000,2013.0,51.0,"Sep 20, 2013",Battle of the Year,"$20,000,000","$8,888,355","$16,723,377"
8934,tt1535108,Elysium,Elysium,2013,109.0,"Action,Drama,Sci-Fi",6.6,395572.0,Elysium,TriS,93100000.0,193100000,2013.0,92.0,"Aug 9, 2013",Elysium,"$120,000,000","$93,050,117","$286,192,091"
8935,tt1535109,Captain Phillips,Captain Phillips,2013,134.0,"Biography,Drama,Thriller",7.8,387402.0,Captain Phillips,Sony,107100000.0,111700000,2013.0,92.0,"Oct 11, 2013",Captain Phillips,"$55,000,000","$107,136,417","$220,648,184"
8941,tt1535438,Hope Springs,Hope Springs,2012,100.0,"Comedy,Drama,Romance",6.3,38667.0,Hope Springs,Sony,63500000.0,50700000,2012.0,75.0,"Aug 8, 2012",Hope Springs,"$30,000,000","$63,536,011","$133,085,295"
8955,tt1535612,The Son of No One,The Son of No One,2011,90.0,"Action,Crime,Drama",5.1,15743.0,The Son of No One,Anch.,30700.0,,2011.0,51.0,"Nov 4, 2011",The Son of No One,"$15,000,000","$30,680","$1,148,578"
8962,tt1536044,Paranormal Activity 2,Paranormal Activity 2,2010,91.0,Horror,5.7,93122.0,Paranormal Activity 2,Par.,84800000.0,92800000,2010.0,65.0,"Oct 20, 2010",Paranormal Activity 2,"$3,000,000","$84,752,907","$177,512,032"
8997,tt1537401,Leap Year,Año bisiesto,2010,94.0,"Drama,Romance",5.9,2211.0,Leap Year,Uni.,25900000.0,6700000,2010.0,40.0,"Jan 8, 2010",Leap Year,"$19,000,000","$25,918,920","$32,618,920"
9009,tt1538403,The Mortal Instruments: City of Bones,The Mortal Instruments: City of Bones,2013,130.0,"Action,Fantasy,Horror",5.9,121936.0,The Mortal Instruments: City of Bones,SGem,31200000.0,64200000,2013.0,26.0,"Aug 21, 2013",The Mortal Instruments: City of Bones,"$60,000,000","$31,165,421","$75,965,567"
9038,tt1540011,Blair Witch,Blair Witch,2016,89.0,"Horror,Mystery,Thriller",5.0,36867.0,Blair Witch,LGF,20800000.0,24400000,2016.0,1.0,"Sep 16, 2016",Blair Witch,"$10,000,000","$20,777,061","$38,985,577"
9051,tt1540133,The Guard,The Guard,2011,96.0,"Comedy,Crime,Thriller",7.3,75183.0,The Guard,SPC,5400000.0,14200000,2011.0,54.0,"Jul 29, 2011",The Guard,"$6,000,000","$5,359,774","$21,197,454"
9121,tt1541995,Snow Flower and the Secret Fan,Snow Flower and the Secret Fan,2011,104.0,"Drama,History",6.1,3429.0,Snow Flower and the Secret Fan,FoxS,1300000.0,10000000,2011.0,70.0,"Jul 15, 2011",Snow Flower and the Secret Fan,"$6,000,000","$1,348,205","$11,348,205"
9124,tt1542344,127 Hours,127 Hours,2010,94.0,"Adventure,Biography,Drama",7.6,323949.0,127 Hours,FoxS,18300000.0,42400000,2010.0,6.0,"Nov 5, 2010",127 Hours,"$18,000,000","$18,335,230","$60,217,171"
9249,tt1547234,Premium Rush,Premium Rush,2012,91.0,"Action,Crime,Thriller",6.5,105279.0,Premium Rush,Sony,20300000.0,10800000,2012.0,10.0,"Aug 24, 2012",Premium Rush,"$35,000,000","$20,275,446","$31,393,201"
9282,tt1549572,Another Earth,Another Earth,2011,92.0,"Drama,Romance,Sci-Fi",7.0,85839.0,Another Earth,FoxS,1300000.0,456000,2011.0,48.0,"Jul 22, 2011",Another Earth,"$175,000","$1,321,194","$2,102,779"
9287,tt1549920,The Last Stand,The Last Stand,2013,107.0,"Action,Thriller",6.4,126623.0,The Last Stand,LGF,12100000.0,36300000,2013.0,74.0,"Jan 18, 2013",The Last Stand,"$30,000,000","$12,050,299","$48,330,757"
9342,tt1554091,A Better Life,A Better Life,2011,98.0,"Drama,Romance",7.2,14602.0,A Better Life,Sum.,1800000.0,,2011.0,84.0,"Jun 24, 2011",A Better Life,"$10,000,000","$1,759,252","$1,884,251"
