,movie_id,primary_title,original_title,start_year,runtime_minutes,genres,averagerating,numvotes,title,studio,domestic_gross_x,foreign_gross,year,id,release_date,movie,production_budget,domestic_gross_y,worldwide_gross
6091,tt1240982,Your Highness,Your Highness,2011,102.0,"Adventure,Comedy,Fantasy",5.5,92940.0,Your Highness,Uni.,21600000.0,3300000,2011.0,78.0,"Apr 8, 2011",Your Highness,"$50,000,000","$21,596,445","$26,121,638"
6103,tt1242432,I Spit on Your Grave,I Spit on Your Grave,2010,108.0,"Horror,Thriller",6.3,68592.0,I Spit on Your Grave,Anch.,93100.0,480000,2010.0,37.0,"Oct 8, 2010",I Spit on Your Grave,"$1,750,000","$93,051","$1,278,471"
6120,tt1243957,The Tourist,The Tourist,2010,103.0,"Action,Adventure,Thriller",6.0,206714.0,The Tourist,Sony,67600000.0,210700000,2010.0,85.0,"Dec 10, 2010",The Tourist,"$100,000,000","$67,631,157","$278,731,369"
6121,tt1243974,Aloha,Aloha,2015,105.0,"Comedy,Drama,Romance",5.4,54646.0,Aloha,Sony,21100000.0,5200000,2015.0,3.0,"May 29, 2015",Aloha,"$37,000,000","$21,052,030","$25,387,091"
6125,tt1244659,Extraordinary Measures,Extraordinary Measures,2010,106.0,Drama,6.5,15673.0,Extraordinary Measures,CBS,12100000.0,3100000,2010.0,33.0,"Jan 22, 2010",Extraordinary Measures,"$31,000,000","$12,482,741","$15,826,984"
6127,tt1244754,Conviction,Conviction,2010,107.0,"Biography,Crime,Drama",7.2,39771.0,Conviction,FoxS,6800000.0,2900000,2010.0,28.0,"Oct 15, 2010",Conviction,"$12,500,000","$6,797,696","$11,826,980"
6134,tt1245534,Snatched,Snatched,2011,81.0,Comedy,5.5,61.0,Snatched,Fox,45900000.0,15000000,2017.0,51.0,"May 12, 2017",Snatched,"$42,000,000","$45,852,178","$57,852,177"
6144,tt1247667,High School,High School,2010,99.0,Comedy,5.8,7060.0,High School,Anch.,139000.0,,2012.0,15.0,"Jun 1, 2012",High School,"$10,000,000","$139,034","$248,133"
6155,tt1250777,Kick-Ass,Kick-Ass,2010,117.0,"Action,Comedy",7.6,497363.0,Kick-Ass,LGF,48100000.0,48100000,2010.0,54.0,"Apr 16, 2010",Kick-Ass,"$28,000,000","$48,071,303","$97,531,134"
6167,tt1253864,Immortals,Immortals,2011,110.0,"Action,Drama,Fantasy",6.0,152992.0,Immortals,Rela.,83500000.0,143400000,2011.0,45.0,"Nov 11, 2011",Immortals,"$75,000,000","$83,504,017","$211,562,435"
6178,tt1258972,The Man with the Iron Fists,The Man with the Iron Fists,2012,95.0,Action,5.4,58185.0,The Man with the Iron Fists,Uni.,15600000.0,4099999,2012.0,79.0,"Nov 2, 2012",The Man with the Iron Fists,"$15,000,000","$15,634,090","$22,018,988"
6182,tt1259521,The Cabin in the Woods,The Cabin in the Woods,2011,95.0,Horror,7.0,338445.0,The Cabin in the Woods,LGF,42100000.0,24400000,2012.0,11.0,"Apr 13, 2012",The Cabin in the Woods,"$30,000,000","$42,073,277","$70,689,968"
6183,tt1259528,Den of Thieves,Den of Thieves,2018,140.0,"Action,Crime,Drama",7.0,69648.0,Den of Thieves,STX,44900000.0,35600000,2018.0,3.0,"Jan 19, 2018",Den of Thieves,"$30,000,000","$44,947,622","$80,131,391"
6196,tt1261945,Sex and the City 2,Sex and the City 2,2010,146.0,"Comedy,Drama,Romance",4.4,69199.0,Sex and the City 2,WB (NL),95300000.0,193000000,2010.0,16.0,"May 27, 2010",Sex and the City 2,"$95,000,000","$95,347,692","$294,680,778"
6203,tt1262416,Scream 4,Scream 4,2011,111.0,"Horror,Mystery",6.2,118779.0,Scream 4,W/Dim.,38200000.0,59000000,2011.0,55.0,"Apr 15, 2011",Scream 4,"$40,000,000","$38,180,928","$95,989,590"
6228,tt1265990,The Roommate,The Roommate,2011,91.0,"Drama,Thriller",4.9,33062.0,The Roommate,SGem,37300000.0,3200000,2011.0,39.0,"Feb 4, 2011",The Roommate,"$16,000,000","$37,300,107","$52,545,707"
6239,tt1268799,A Very Harold & Kumar 3D Christmas,A Very Harold & Kumar 3D Christmas,2011,90.0,"Adventure,Comedy",6.3,62151.0,A Very Harold & Kumar 3D Christmas,WB,35100000.0,326000,2011.0,53.0,"Nov 4, 2011",A Very Harold & Kumar 3D Christmas,"$20,000,000","$35,061,031","$36,265,745"
6248,tt1270262,The Devil's Double,The Devil's Double,2011,109.0,"Biography,Drama,Thriller",7.1,58342.0,The Devil's Double,LGF,1400000.0,,2011.0,23.0,"Jul 29, 2011",The Devil's Double,"$19,100,000","$1,361,512","$5,965,646"
6255,tt1270761,Don't Be Afraid of the Dark,Don't Be Afraid of the Dark,2010,99.0,"Fantasy,Horror,Thriller",5.6,44490.0,Don't Be Afraid of the Dark,FD,24000000.0,12900000,2011.0,43.0,"Aug 26, 2011",Don't Be Afraid of the Dark,"$25,000,000","$24,046,682","$39,126,427"
6260,tt1270798,X-Men: First Class,X: First Class,2011,131.0,"Action,Adventure,Sci-Fi",7.7,608930.0,X-Men: First Class,Fox,146400000.0,207200000,2011.0,42.0,"Jun 3, 2011",X-Men: First Class,"$160,000,000","$146,408,305","$355,408,305"
6266,tt1272878,2 Guns,2 Guns,2013,109.0,"Action,Comedy,Crime",6.7,182025.0,2 Guns,Uni.,75600000.0,56300000,2013.0,39.0,"Aug 2, 2013",2 Guns,"$61,000,000","$75,612,460","$132,493,015"
6281,tt1273678,The Spy Next Door,The Spy Next Door,2010,94.0,"Action,Comedy,Family",5.5,36767.0,The Spy Next Door,LGF,24300000.0,20900000,2010.0,68.0,"Jan 15, 2010",The Spy Next Door,"$28,000,000","$24,307,106","$46,752,858"
6290,tt1274300,The Tempest,The Tempest,2010,110.0,"Comedy,Drama,Fantasy",5.4,7073.0,The Tempest,Mira.,278000.0,68700,2010.0,1.0,"Dec 10, 2010",The Tempest,"$20,000,000","$277,943","$277,943"
6296,tt1276104,Looper,Looper,2012,113.0,"Action,Crime,Drama",7.4,500595.0,Looper,TriS,66500000.0,110000000,2012.0,69.0,"Sep 28, 2012",Looper,"$30,000,000","$66,486,205","$170,466,405"
6311,tt1277953,Madagascar 3: Europe's Most Wanted,Madagascar 3: Europe's Most Wanted,2012,93.0,"Adventure,Animation,Comedy",6.8,146858.0,Madagascar 3: Europe's Most Wanted,P/DW,216400000.0,530500000,2012.0,97.0,"Jun 8, 2012",Madagascar 3: Europe's Most Wanted,"$145,000,000","$216,391,482","$746,921,271"
6320,tt1279935,Date Night,Date Night,2010,88.0,"Comedy,Crime,Romance",6.3,144683.0,Date Night,Fox,98700000.0,53600000,2010.0,99.0,"Apr 9, 2010",Date Night,"$55,000,000","$98,711,404","$152,269,033"
6332,tt1282140,Easy A,Easy A,2010,92.0,"Comedy,Drama,Romance",7.1,330125.0,Easy A,SGem,58400000.0,16600000,2010.0,67.0,"Sep 17, 2010",Easy A,"$8,000,000","$58,401,464","$76,200,721"
6346,tt1284575,Bad Teacher,Bad Teacher,2011,92.0,"Comedy,Romance",5.7,181189.0,Bad Teacher,Sony,100300000.0,115900000,2011.0,27.0,"Jun 24, 2011",Bad Teacher,"$19,000,000","$100,292,856","$215,448,997"
6348,tt1285016,The Social Network,The Social Network,2010,120.0,"Biography,Drama",7.7,568578.0,The Social Network,Sony,97000000.0,128000000,2010.0,91.0,"Oct 1, 2010",The Social Network,"$40,000,000","$96,962,694","$224,922,135"
6361,tt1287468,Cats & Dogs: The Revenge of Kitty Galore,Cats & Dogs: The Revenge of Kitty Galore,2010,82.0,"Action,Comedy,Family",4.3,12642.0,Cats & Dogs: The Revenge of Kitty Galore,WB,43600000.0,68900000,2010.0,17.0,"Jul 30, 2010",Cats & Dogs: The Revenge of Kitty Galore,"$85,000,000","$43,585,753","$113,026,383"
6393,tt1291584,Warrior,Warrior,2011,140.0,"Drama,Sport",8.2,403755.0,Warrior,LGF,13700000.0,9400000,2011.0,74.0,"Sep 9, 2011",Warrior,"$25,000,000","$13,657,115","$24,215,385"
6410,tt1294226,The Last Song,The Last Song,2010,107.0,"Drama,Music,Romance",6.0,74914.0,The Last Song,BV,63000000.0,26100000,2010.0,15.0,"Mar 31, 2010",The Last Song,"$20,000,000","$62,950,384","$92,678,948"
6445,tt1298649,The Watch,The Watch,2012,102.0,"Action,Comedy,Horror",5.7,115757.0,The Watch,Fox,35400000.0,32900000,2012.0,27.0,"Jul 27, 2012",The Watch,"$55,000,000","$34,353,000","$67,130,045"
6446,tt1298650,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: On Stranger Tides,2011,136.0,"Action,Adventure,Fantasy",6.6,447624.0,Pirates of the Caribbean: On Stranger Tides,BV,241100000.0,804600000,2011.0,2.0,"May 20, 2011",Pirates of the Caribbean: On Stranger Tides,"$410,600,000","$241,063,875","$1,045,663,875"
6451,tt1300854,Iron Man 3,Iron Man Three,2013,130.0,"Action,Adventure,Sci-Fi",7.2,692794.0,Iron Man 3,BV,409000000.0,805800000,2013.0,48.0,"May 3, 2013",Iron Man 3,"$200,000,000","$408,992,272","$1,215,392,272"
6461,tt1302011,Kung Fu Panda 2,Kung Fu Panda 2,2011,90.0,"Action,Adventure,Animation",7.2,228465.0,Kung Fu Panda 2,P/DW,165200000.0,500400000,2011.0,74.0,"May 26, 2011",Kung Fu Panda 2,"$150,000,000","$165,249,063","$664,837,547"
6463,tt1302067,Yogi Bear,Yogi Bear,2010,80.0,"Adventure,Animation,Comedy",4.6,18934.0,Yogi Bear,WB,100200000.0,101300000,2010.0,62.0,"Dec 17, 2010",Yogi Bear,"$80,000,000","$100,246,011","$204,774,690"
6480,tt1305583,Our Family Wedding,Our Family Wedding,2010,103.0,"Comedy,Romance",4.9,6417.0,Our Family Wedding,FoxS,20300000.0,1200000,2010.0,95.0,"Mar 12, 2010",Our Family Wedding,"$14,000,000","$20,255,281","$21,410,546"
6483,tt1305591,Mars Needs Moms,Mars Needs Moms,2011,88.0,"Adventure,Animation,Family",5.4,19823.0,Mars Needs Moms,BV,21400000.0,17600000,2011.0,94.0,"Mar 11, 2011",Mars Needs Moms,"$150,000,000","$21,392,758","$39,549,758"
6487,tt1306980,50/50,50/50,2011,100.0,"Comedy,Drama,Romance",7.7,300475.0,50/50,Sum.,35000000.0,4200000,2011.0,73.0,"Sep 30, 2011",50/50,"$8,000,000","$35,016,118","$41,334,735"
6490,tt1307068,Seeking a Friend for the End of the World,Seeking a Friend for the End of the World,2012,101.0,"Adventure,Comedy,Drama",6.7,102047.0,Seeking a Friend for the End of the World,Focus,7100000.0,2600000,2012.0,48.0,"Jun 22, 2012",Seeking a Friend for the End of the World,"$10,000,000","$7,078,738","$11,766,959"
6515,tt1308729,Bullet to the Head,Bullet to the Head,2012,92.0,"Action,Crime,Thriller",5.7,44816.0,Bullet to the Head,WB,9500000.0,,2013.0,42.0,"Feb 1, 2013",Bullet to the Head,"$55,000,000","$9,489,829","$22,597,969"
6551,tt1313092,Animal Kingdom,Animal Kingdom,2010,113.0,"Crime,Drama",7.3,51576.0,Animal Kingdom,SPC,1000000.0,5700000,2010.0,71.0,"Aug 13, 2010",Animal Kingdom,"$4,200,000","$1,044,039","$8,078,683"
6563,tt1314655,Devil,Devil,2010,80.0,"Horror,Mystery,Thriller",6.2,122080.0,Devil,Uni.,33600000.0,29100000,2010.0,71.0,"Sep 17, 2010",Devil,"$10,000,000","$33,679,655","$63,354,114"
6581,tt1316616,There Be Dragons,There Be Dragons,2011,122.0,"Biography,Drama,War",5.8,4326.0,There Be Dragons,Gold.,1100000.0,,2011.0,21.0,"May 6, 2011",There Be Dragons,"$36,000,000","$1,069,334","$4,020,990"
6586,tt1318514,Rise of the Planet of the Apes,Rise of the Planet of the Apes,2011,105.0,"Action,Drama,Sci-Fi",7.6,473020.0,Rise of the Planet of the Apes,Fox,176800000.0,305000000,2011.0,31.0,"Aug 5, 2011",Rise of the Planet of the Apes,"$93,000,000","$176,760,185","$470,986,200"
6593,tt1319716,It's a Wonderful Afterlife,It's a Wonderful Afterlife,2010,100.0,"Comedy,Drama,Fantasy",5.4,1361.0,It's a Wonderful Afterlife,UTV,,1300000,2010.0,36.0,"Oct 8, 2010",It's a Wonderful Afterlife,"$10,000,000",$0,"$1,642,939"
6603,tt1320244,The Last Exorcism,The Last Exorcism,2010,87.0,"Drama,Horror,Thriller",5.6,45815.0,The Last Exorcism,LGF,41000000.0,26700000,2010.0,15.0,"Aug 27, 2010",The Last Exorcism,"$1,800,000","$41,034,350","$70,165,900"
6605,tt1320253,The Expendables,The Expendables,2010,103.0,"Action,Adventure,Thriller",6.5,307897.0,The Expendables,LGF,103100000.0,171400000,2010.0,34.0,"Aug 13, 2010",The Expendables,"$82,000,000","$103,068,524","$268,268,174"
6607,tt1320261,Gulliver's Travels,Gulliver's Travels,2010,85.0,"Adventure,Comedy,Family",4.9,61178.0,Gulliver's Travels,Fox,42800000.0,194600000,2010.0,13.0,"Dec 25, 2010",Gulliver's Travels,"$112,000,000","$42,779,261","$232,017,848"
6618,tt1321860,The Beaver,The Beaver,2011,91.0,Drama,6.7,45173.0,The Beaver,Sum.,971000.0,6300000,2011.0,79.0,"May 6, 2011",The Beaver,"$21,000,000","$970,816","$5,046,038"
6622,tt1321870,Gangster Squad,Gangster Squad,2013,113.0,"Action,Crime,Drama",6.7,195560.0,Gangster Squad,WB,46000000.0,59200000,2013.0,4.0,"Jan 11, 2013",Gangster Squad,"$60,000,000","$46,000,903","$104,100,903"
6627,tt1322269,August: Osage County,August: Osage County,2013,121.0,"Comedy,Drama",7.2,79383.0,August: Osage County,Wein.,37700000.0,36500000,2013.0,15.0,"Dec 25, 2013",August: Osage County,"$25,000,000","$37,738,810","$50,738,810"
6630,tt1322312,Going the Distance,Going the Distance,2010,102.0,"Comedy,Romance",6.3,54421.0,Going the Distance,WB (NL),17800000.0,24200000,2010.0,11.0,"Sep 3, 2010",Going the Distance,"$32,000,000","$17,804,299","$43,603,990"
6645,tt1323045,Frozen,Frozen,2010,93.0,"Adventure,Drama,Sport",6.2,62311.0,Frozen,BV,400700000.0,875700000,2013.0,56.0,"Nov 22, 2013",Frozen,"$150,000,000","$400,738,009","$1,272,469,910"
6650,tt1323594,Despicable Me,Despicable Me,2010,95.0,"Animation,Comedy,Family",7.7,464511.0,Despicable Me,Uni.,251500000.0,291600000,2010.0,50.0,"Jul 9, 2010",Despicable Me,"$69,000,000","$251,513,985","$543,464,573"
6659,tt1325004,The Twilight Saga: Eclipse,The Twilight Saga: Eclipse,2010,124.0,"Adventure,Drama,Fantasy",5.0,211733.0,The Twilight Saga: Eclipse,Sum.,300500000.0,398000000,2010.0,53.0,"Jun 30, 2010",The Twilight Saga: Eclipse,"$68,000,000","$300,531,751","$706,102,828"
6703,tt1327194,The Lucky One,The Lucky One,2012,101.0,"Drama,Romance",6.5,94359.0,The Lucky One,WB,60500000.0,38900000,2012.0,87.0,"Apr 20, 2012",The Lucky One,"$25,000,000","$60,457,138","$96,633,833"
6710,tt1327709,Cyrus,Cyrus,2010,87.0,"Crime,Horror,Mystery",4.7,944.0,Cyrus,FoxS,7500000.0,2500000,2010.0,27.0,"Jun 18, 2010",Cyrus,"$7,000,000","$7,468,936","$10,062,896"
6712,tt1327773,Lee Daniels' The Butler,The Butler,2013,132.0,"Biography,Drama",7.2,102468.0,Lee Daniels' The Butler,Wein.,116600000.0,60000000,2013.0,45.0,"Aug 16, 2013",Lee Daniels' The Butler,"$30,000,000","$116,632,095","$177,025,498"
6760,tt1333125,Movie 43,Movie 43,2013,94.0,Comedy,4.3,92980.0,Movie 43,Rela.,8800000.0,23600000,2013.0,39.0,"Jan 25, 2013",Movie 43,"$10,000,000","$8,840,453","$31,164,747"
6763,tt1334260,Never Let Me Go,Never Let Me Go,2010,103.0,"Drama,Romance,Sci-Fi",7.1,130084.0,Never Let Me Go,FoxS,2400000.0,7000000,2010.0,29.0,"Sep 15, 2010",Never Let Me Go,"$15,000,000","$2,434,652","$11,173,718"
6776,tt1335975,47 Ronin,47 Ronin,2013,128.0,"Action,Adventure,Drama",6.3,135754.0,47 Ronin,Uni.,38400000.0,113400000,2013.0,12.0,"Dec 25, 2013",47 Ronin,"$175,000,000","$38,362,475","$151,716,815"
6786,tt1336608,Rock of Ages,Rock of Ages,2012,123.0,"Comedy,Drama,Musical",5.9,69910.0,Rock of Ages,WB (NL),38500000.0,20900000,2012.0,29.0,"Jun 15, 2012",Rock of Ages,"$70,000,000","$38,518,613","$61,031,932"
6787,tt1336617,Cyrus,Cyrus,2010,91.0,"Comedy,Drama,Romance",6.3,32457.0,Cyrus,FoxS,7500000.0,2500000,2010.0,27.0,"Jun 18, 2010",Cyrus,"$7,000,000","$7,468,936","$10,062,896"
6852,tt1341167,Four Lions,Four Lions,2010,97.0,"Comedy,Crime,Drama",7.3,66209.0,Four Lions,Drft.,305000.0,4400000,2010.0,79.0,"Nov 5, 2010",Four Lions,"$3,750,000","$310,007","$2,436,111"
6879,tt1343727,Dredd,Dredd,2012,95.0,"Action,Crime,Sci-Fi",7.1,234616.0,Dredd,LGF,13400000.0,22200000,2012.0,15.0,"Sep 21, 2012",Dredd,"$45,000,000","$13,414,714","$41,467,606"
6898,tt1345836,The Dark Knight Rises,The Dark Knight Rises,2012,164.0,"Action,Thriller",8.4,1387769.0,The Dark Knight Rises,WB,448100000.0,636800000,2012.0,11.0,"Jul 20, 2012",The Dark Knight Rises,"$275,000,000","$448,139,099","$1,084,439,099"
6930,tt1351685,Jack the Giant Slayer,Jack the Giant Slayer,2013,114.0,"Adventure,Fantasy",6.3,123127.0,Jack the Giant Slayer,WB (NL),65200000.0,132500000,2013.0,66.0,"Mar 1, 2013",Jack the Giant Slayer,"$195,000,000","$65,187,603","$197,687,603"
6947,tt1355630,If I Stay,If I Stay,2014,107.0,"Drama,Fantasy,Music",6.8,107625.0,If I Stay,WB (NL),50500000.0,28400000,2014.0,73.0,"Aug 22, 2014",If I Stay,"$11,000,000","$50,474,843","$78,356,170"
6948,tt1355631,The Infiltrator,The Infiltrator,2016,127.0,"Biography,Crime,Drama",7.0,61547.0,The Infiltrator,BG,15400000.0,,2016.0,32.0,"Jul 13, 2016",The Infiltrator,"$47,500,000","$15,436,808","$20,718,104"
6952,tt1355683,Black Mass,Black Mass,2015,123.0,"Biography,Crime,Drama",6.9,155847.0,Black Mass,WB,62600000.0,37200000,2015.0,59.0,"Sep 18, 2015",Black Mass,"$53,000,000","$62,575,678","$98,837,872"
6973,tt1361313,The Extra Man,The Extra Man,2010,108.0,Comedy,5.9,4580.0,The Extra Man,Magn.,453000.0,4500,2010.0,53.0,"Jul 30, 2010",The Extra Man,"$7,000,000","$453,377","$492,108"
7009,tt1365519,Tomb Raider,Tomb Raider,2018,119.0,"Action,Adventure,Fantasy",6.3,163560.0,Tomb Raider,WB,58300000.0,216400000,2018.0,70.0,"Mar 16, 2018",Tomb Raider,"$90,000,000","$58,250,803","$273,477,501"
7011,tt1366344,The Sitter,The Sitter,2011,81.0,Comedy,5.7,65575.0,The Sitter,Fox,30400000.0,4500000,2011.0,32.0,"Dec 9, 2011",The Sitter,"$25,000,000","$30,542,576","$38,749,404"
7012,tt1366365,The Cold Light of Day,The Cold Light of Day,2012,93.0,"Action,Thriller",4.9,33039.0,The Cold Light of Day,LG/S,3800000.0,13100000,2012.0,78.0,"Sep 7, 2012",The Cold Light of Day,"$20,000,000","$3,763,583","$25,361,206"
7037,tt1371111,Cloud Atlas,Cloud Atlas,2012,172.0,"Action,Drama,Mystery",7.4,326473.0,Cloud Atlas,WB,27100000.0,103400000,2012.0,63.0,"Oct 26, 2012",Cloud Atlas,"$102,000,000","$27,108,272","$130,673,154"
7041,tt1371155,Made in Dagenham,Made in Dagenham,2010,113.0,"Biography,Comedy,Drama",7.2,13121.0,Made in Dagenham,SPC,1100000.0,11300000,2010.0,14.0,"Nov 19, 2010",Made in Dagenham,"$8,000,000","$1,095,369","$15,644,196"
7047,tt1372686,Coriolanus,Coriolanus,2011,123.0,"Drama,Thriller,War",6.1,29654.0,Coriolanus,Wein.,757000.0,315000,2012.0,99.0,"Jan 20, 2012",Coriolanus,"$10,000,000","$749,641","$2,179,623"
7059,tt1374989,Pride and Prejudice and Zombies,Pride and Prejudice and Zombies,2016,108.0,"Action,Comedy,Horror",5.8,46187.0,Pride and Prejudice and Zombies,SGem,10900000.0,5500000,2016.0,74.0,"Feb 5, 2016",Pride and Prejudice and Zombies,"$28,000,000","$10,907,291","$16,638,300"
7061,tt1374992,Upside Down,Upside Down,2012,109.0,"Drama,Fantasy,Romance",6.4,66347.0,Upside Down,MNE,105000.0,8000000,2013.0,4.0,"Mar 15, 2013",Upside Down,"$50,000,000","$102,118","$26,387,039"
7064,tt1375666,Inception,Inception,2010,148.0,"Action,Adventure,Sci-Fi",8.8,1841066.0,Inception,WB,292600000.0,535700000,2010.0,38.0,"Jul 16, 2010",Inception,"$160,000,000","$292,576,195","$835,524,642"
7066,tt1375670,Grown Ups,Grown Ups,2010,102.0,Comedy,6.0,210377.0,Grown Ups,Sony,162000000.0,109400000,2010.0,34.0,"Jun 25, 2010",Grown Ups,"$75,000,000","$162,001,186","$272,223,430"
7153,tt1385826,The Adjustment Bureau,The Adjustment Bureau,2011,106.0,"Romance,Sci-Fi,Thriller",7.1,227616.0,The Adjustment Bureau,Uni.,62500000.0,65400000,2011.0,81.0,"Mar 4, 2011",The Adjustment Bureau,"$50,200,000","$62,495,645","$126,931,325"
7154,tt1385867,Cop Out,Cop Out,2010,107.0,"Action,Comedy,Crime",5.6,81656.0,Cop Out,WB,44900000.0,10700000,2010.0,99.0,"Feb 26, 2010",Cop Out,"$37,000,000","$44,875,481","$55,909,910"
7158,tt1386588,The Other Guys,The Other Guys,2010,107.0,"Action,Comedy,Crime",6.7,221664.0,The Other Guys,Sony,119200000.0,51200000,2010.0,74.0,"Aug 6, 2010",The Other Guys,"$100,000,000","$119,219,978","$170,936,470"
7161,tt1386697,Suicide Squad,Suicide Squad,2016,123.0,"Action,Adventure,Fantasy",6.0,533039.0,Suicide Squad,WB,325100000.0,421700000,2016.0,100.0,"Aug 5, 2016",Suicide Squad,"$175,000,000","$325,100,054","$746,059,887"
7179,tt1389072,Downsizing,Downsizing,2017,135.0,"Drama,Sci-Fi",5.7,74815.0,Downsizing,Par.,24400000.0,30600000,2017.0,62.0,"Dec 22, 2017",Downsizing,"$68,000,000","$24,449,754","$54,462,971"
7183,tt1389137,We Bought a Zoo,We Bought a Zoo,2011,124.0,"Comedy,Drama,Family",7.1,126849.0,We Bought a Zoo,Fox,75600000.0,44500000,2011.0,14.0,"Dec 23, 2011",We Bought a Zoo,"$50,000,000","$75,624,550","$118,729,073"
7184,tt1389139,When the Bough Breaks,When the Bough Breaks,2016,107.0,"Crime,Drama,Horror",5.1,4729.0,When the Bough Breaks,SGem,29700000.0,911000,2016.0,85.0,"Sep 9, 2016",When the Bough Breaks,"$10,000,000","$29,747,603","$30,768,449"
7189,tt1390411,In the Heart of the Sea,In the Heart of the Sea,2015,122.0,"Action,Adventure,Biography",6.9,108628.0,In the Heart of the Sea,WB,25000000.0,68900000,2015.0,1.0,"Dec 11, 2015",In the Heart of the Sea,"$100,000,000","$25,020,758","$89,693,309"
7210,tt1392170,The Hunger Games,The Hunger Games,2012,142.0,"Action,Adventure,Sci-Fi",7.2,795227.0,The Hunger Games,LGF,408000000.0,286400000,2012.0,38.0,"Mar 23, 2012",The Hunger Games,"$80,000,000","$408,010,692","$677,923,379"
7211,tt1392190,Mad Max: Fury Road,Mad Max: Fury Road,2015,120.0,"Action,Adventure,Sci-Fi",8.1,780910.0,Mad Max: Fury Road,WB,153600000.0,224800000,2015.0,75.0,"May 15, 2015",Mad Max: Fury Road,"$150,000,000","$153,636,354","$370,098,020"
7212,tt1392197,Marmaduke,Marmaduke,2010,87.0,"Comedy,Family",4.2,13283.0,Marmaduke,Fox,33600000.0,50100000,2010.0,59.0,"Jun 4, 2010",Marmaduke,"$50,000,000","$33,644,788","$89,895,930"
7213,tt1392214,Prisoners,Prisoners,2013,153.0,"Crime,Drama,Mystery",8.1,526273.0,Prisoners,WB,61000000.0,61100000,2013.0,48.0,"Sep 20, 2013",Prisoners,"$46,000,000","$61,002,302","$113,402,302"
7240,tt1396484,It,It,2017,135.0,"Horror,Thriller",7.4,359123.0,It,WB (NL),327500000.0,372900000,2017.0,24.0,"Sep 8, 2017",It,"$35,000,000","$327,481,748","$697,457,969"
7243,tt1397280,Taken 2,Taken 2,2012,92.0,"Action,Thriller",6.3,273106.0,Taken 2,Fox,139900000.0,236300000,2012.0,54.0,"Oct 5, 2012",Taken 2,"$45,000,000","$139,854,287","$377,807,404"
7245,tt1397514,Journey 2: The Mysterious Island,Journey 2: The Mysterious Island,2012,94.0,"Action,Adventure,Comedy",5.8,83507.0,Journey 2: The Mysterious Island,WB (NL),103900000.0,231400000,2012.0,10.0,"Feb 10, 2012",Journey 2: The Mysterious Island,"$79,000,000","$103,860,290","$318,146,162"
7250,tt1398426,Straight Outta Compton,Straight Outta Compton,2015,147.0,"Biography,Drama,History",7.9,165307.0,Straight Outta Compton,Uni.,161200000.0,40400000,2015.0,35.0,"Aug 14, 2015",Straight Outta Compton,"$28,000,000","$161,197,785","$202,182,981"
7258,tt1399103,Transformers: Dark of the Moon,Transformers: Dark of the Moon,2011,154.0,"Action,Adventure,Sci-Fi",6.2,366409.0,Transformers: Dark of the Moon,P/DW,352400000.0,771400000,2011.0,64.0,"Jun 29, 2011",Transformers: Dark of the Moon,"$195,000,000","$352,390,543","$1,123,790,543"
7266,tt1399683,Winter's Bone,Winter's Bone,2010,100.0,"Drama,Mystery",7.2,127751.0,Winter's Bone,RAtt.,6500000.0,7300000,2010.0,8.0,"Jun 11, 2010",Winter's Bone,"$2,000,000","$6,531,503","$16,131,551"
7272,tt1401152,Unknown,Unknown,2011,113.0,"Action,Mystery,Thriller",6.9,235167.0,Unknown,WB,63700000.0,67099999,2011.0,21.0,"Feb 18, 2011",Unknown,"$40,000,000","$63,686,397","$136,123,083"
7289,tt1402488,Happy Feet Two,Happy Feet Two,2011,100.0,"Adventure,Animation,Comedy",5.9,38396.0,Happy Feet Two,WB,64000000.0,86400000,2011.0,33.0,"Nov 18, 2011",Happy Feet Two,"$135,000,000","$64,006,466","$157,956,466"
7295,tt1403177,Hesher,Hesher,2010,106.0,"Comedy,Crime,Drama",7.0,48483.0,Hesher,WHE,383000.0,,2011.0,54.0,"May 13, 2011",Hesher,"$7,000,000","$382,946","$382,946"
7300,tt1403241,Wolves,Wolves,2014,91.0,"Action,Fantasy,Horror",5.3,7312.0,Wolves,KE,12100.0,,2014.0,51.0,"Nov 14, 2014",Wolves,"$18,000,000",$0,"$94,953"
7304,tt1403865,True Grit,True Grit,2010,110.0,"Adventure,Drama,Western",7.6,284034.0,True Grit,Par.,171200000.0,81000000,2010.0,29.0,"Dec 22, 2010",True Grit,"$35,000,000","$171,243,005","$252,276,928"
7305,tt1403981,Remember Me,Remember Me,2010,113.0,"Drama,Romance",7.1,129443.0,Remember Me,Sum.,19100000.0,37000000,2010.0,51.0,"Mar 12, 2010",Remember Me,"$16,000,000","$19,068,240","$56,506,120"
7317,tt1405500,For Colored Girls,For Colored Girls,2010,133.0,Drama,6.1,6728.0,For Colored Girls,LGF,37700000.0,17300,2010.0,67.0,"Nov 5, 2010",For Colored Girls,"$21,000,000","$37,729,698","$38,017,873"
7324,tt1407061,Just Wright,Just Wright,2010,100.0,"Comedy,Romance,Sport",5.9,12466.0,Just Wright,FoxS,21500000.0,29900,2010.0,85.0,"May 14, 2010",Just Wright,"$12,000,000","$21,540,363","$21,867,665"
